ICAO,PHASE,RANGE,DATE,MVTS_VALID,MVTS_NA,TOT_ASMA,TOT_REF,TOT_ADD_TIME,TOT_ASMA_SUPPLIED,TOT_UNIMP_SUPPLIED,TOT_ADD_SUPPLIED
SBGL,ARR,C40,2024-02-19,144,16,2006.35,1803.8966666666665,202.45333333333338,2006.35,1784.8266666666666,221.52333333333334
SBGL,ARR,C100,2024-02-20,132,8,3125.1666666666665,2880.2566666666667,244.91000000000003,3125.1666666666665,2877.77,247.39666666666668
SBGL,ARR,C40,2024-02-20,134,6,1811.5666666666666,1643.77,167.7966666666667,1811.5666666666666,1626.6533333333334,184.91333333333333
SBGL,ARR,C100,2024-02-21,140,14,3352.75,3089.903333333333,262.8466666666667,3352.75,3060.6833333333334,292.06666666666666
SBGL,ARR,C40,2024-02-21,142,12,1925.6333333333334,1745.1466666666665,180.48666666666674,1925.6333333333334,1719.7666666666667,205.86666666666667
SBGL,ARR,C100,2024-02-22,136,20,3416.55,3042.93,373.62000000000006,3416.55,3038.7433333333333,377.8066666666667
SBGL,ARR,C40,2024-02-22,140,16,2060.4666666666667,1797.6066666666666,262.86,2060.4666666666667,1784.3066666666666,276.16
SBGL,ARR,C100,2024-02-23,133,16,3136.766666666667,2956.73,180.03666666666672,3136.766666666667,2948.8333333333335,187.93333333333334
SBGL,ARR,C40,2024-02-23,134,15,1797.9666666666667,1692.7733333333333,105.19333333333337,1797.9666666666667,1674.85,123.11666666666667
SBGL,ARR,C100,2024-02-24,118,6,2853.4166666666665,2611.1133333333332,242.30333333333337,2853.4166666666665,2608.66,244.75666666666666
SBGL,ARR,C40,2024-02-24,120,4,1716.45,1510.31,206.14000000000004,1716.45,1496.5566666666666,219.89333333333335
SBGL,ARR,C100,2024-02-25,121,11,2938.366666666667,2702.75,235.6166666666667,2938.366666666667,2702.4333333333334,235.93333333333334
SBGL,ARR,C40,2024-02-25,123,9,1724.0166666666667,1562.6,161.41666666666669,1724.0166666666667,1547.81,176.20666666666668
SBGL,ARR,C100,2024-02-26,130,15,3079.8333333333335,2844.0066666666667,235.8266666666667,3079.8333333333335,2835.6033333333335,244.23
SBGL,ARR,C40,2024-02-26,130,15,1763.8666666666666,1596.6666666666665,167.20000000000005,1763.8666666666666,1577.0166666666667,186.85
SBGL,ARR,C100,2024-02-27,121,12,2836.366666666667,2643.93,192.43666666666672,2836.366666666667,2637.48,198.88666666666666
SBGL,ARR,C40,2024-02-27,124,9,1634.1833333333334,1518.56,115.62333333333336,1634.1833333333334,1503.5033333333333,130.68
SBGL,ARR,C100,2024-02-28,125,18,2858.733333333333,2745.8533333333335,112.88000000000004,2858.733333333333,2738.4733333333334,120.26
SBGL,ARR,C40,2024-02-28,128,15,1675.6,1597.6866666666667,77.91333333333337,1675.6,1581.27,94.33
SBGL,ARR,C100,2024-02-29,126,14,2901.516666666667,2762.963333333333,138.55333333333337,2901.516666666667,2746.1233333333334,155.39333333333335
SBGL,ARR,C40,2024-02-29,128,12,1643.3666666666666,1567.1366666666665,76.23000000000003,1643.3666666666666,1547.4066666666668,95.96
SBGL,ARR,C100,2024-03-01,139,17,3367.4333333333334,3134.9733333333334,232.46000000000004,3367.4333333333334,3128.5633333333335,238.87
SBGL,ARR,C40,2024-03-01,138,18,1974.95,1788.1,186.85000000000002,1974.95,1776.1133333333332,198.83666666666667
SBGL,ARR,C100,2024-03-02,123,15,3000.9,2676.943333333333,323.9566666666667,3000.9,2678.4366666666665,322.4633333333333
SBGL,ARR,C40,2024-03-02,124,14,1780.0666666666666,1506.8366666666666,273.2300000000001,1780.0666666666666,1493.2633333333333,286.80333333333334
SBGL,ARR,C100,2024-03-03,118,20,2836.233333333333,2613.2766666666666,222.95666666666668,2836.233333333333,2606.63,229.60333333333332
SBGL,ARR,C40,2024-03-03,119,19,1649.7,1488.1499999999999,161.55000000000004,1649.7,1469.4033333333334,180.29666666666668
SBGL,ARR,C100,2024-03-04,127,18,3074.3166666666666,2819.1566666666668,255.16000000000003,3074.3166666666666,2809.17,265.14666666666665
SBGL,ARR,C40,2024-03-04,128,17,1797.2666666666667,1611.71,185.5566666666667,1797.2666666666667,1590.25,207.01666666666665
SBGL,ARR,C100,2024-03-05,123,7,2925.6,2704.3433333333332,221.25666666666666,2925.6,2695.2333333333336,230.36666666666667
SBGL,ARR,C40,2024-03-05,122,8,1587.0166666666667,1509.4833333333333,77.53333333333337,1587.0166666666667,1491.6833333333334,95.33333333333333
SBGL,ARR,C100,2024-03-06,129,20,3303.8166666666666,2862.2466666666664,441.57000000000005,3303.8166666666666,2854.93,448.88666666666666
SBGL,ARR,C40,2024-03-06,129,20,1887.8333333333333,1597.55,290.28333333333336,1887.8333333333333,1578.0933333333332,309.74
SBGL,ARR,C100,2024-03-07,122,24,2877.266666666667,2675.3866666666668,201.88000000000005,2877.266666666667,2666.036666666667,211.23
SBGL,ARR,C40,2024-03-07,122,24,1638.65,1495.7866666666666,142.86333333333337,1638.65,1477.5,161.15
SBGL,ARR,C100,2024-03-08,130,23,3163.4666666666667,2849.2633333333333,314.2033333333334,3163.4666666666667,2843.94,319.52666666666664
SBGL,ARR,C40,2024-03-08,132,21,1808.1666666666667,1627.06,181.1066666666667,1808.1666666666667,1610.8833333333334,197.28333333333333
SBGL,ARR,C100,2024-03-09,112,15,2850.1833333333334,2453.14,397.04333333333335,2850.1833333333334,2449.4900000000002,400.6933333333333
SBGL,ARR,C40,2024-03-09,114,13,1572.2333333333333,1400.7733333333333,171.46000000000004,1572.2333333333333,1385.11,187.12333333333333
SBGL,ARR,C100,2024-03-10,111,21,2779.366666666667,2598.326666666667,181.04000000000002,2779.366666666667,2611.3366666666666,168.03
SBGL,ARR,C40,2024-03-10,113,19,1687.4833333333333,1558.1166666666666,129.3666666666667,1687.4833333333333,1560.01,127.47333333333333
SBGL,ARR,C100,2024-03-11,123,10,2980.3333333333335,2774.0666666666666,206.2666666666667,2980.3333333333335,2783.6633333333334,196.67000000000002
SBGL,ARR,C40,2024-03-11,124,9,1758.0166666666667,1602.85,155.16666666666669,1758.0166666666667,1596.7266666666667,161.29
SBGL,ARR,C100,2024-03-12,125,13,3123.8166666666666,2763.92,359.8966666666667,3123.8166666666666,2746.1466666666665,377.67
SBGL,ARR,C40,2024-03-12,128,10,1819.7833333333333,1589.0133333333333,230.77000000000004,1819.7833333333333,1569.3366666666666,250.44666666666666
SBGL,ARR,C100,2024-03-13,119,11,2876.7333333333336,2641.8966666666665,234.83666666666673,2876.7333333333336,2623.58,253.15333333333334
SBGL,ARR,C40,2024-03-13,120,10,1654.2,1498.2166666666667,155.98333333333338,1654.2,1478.6166666666666,175.58333333333334
SBGL,ARR,C100,2024-03-14,121,18,2867.1666666666665,2667.5066666666667,199.66000000000005,2867.1666666666665,2649.1466666666665,218.02
SBGL,ARR,C40,2024-03-14,121,18,1615.2666666666667,1497.5033333333333,117.76333333333336,1615.2666666666667,1475.6633333333334,139.60333333333332
SBGL,ARR,C100,2024-03-15,130,18,3114.9,2865.15,249.75000000000006,3114.9,2855.0266666666666,259.87333333333333
SBGL,ARR,C40,2024-03-15,131,17,1782.6166666666666,1624.77,157.84666666666672,1782.6166666666666,1604.0833333333333,178.53333333333333
SBGL,ARR,C100,2024-03-16,120,12,2756.4166666666665,2639.5133333333333,116.90333333333338,2756.4166666666665,2632.94,123.47666666666667
SBGL,ARR,C40,2024-03-16,120,12,1573.6,1492.1666666666667,81.43333333333337,1573.6,1473.0933333333332,100.50666666666666
SBGL,ARR,C100,2024-03-17,120,13,2839.3333333333335,2674.6466666666665,164.6866666666667,2839.3333333333335,2659.91,179.42333333333335
SBGL,ARR,C40,2024-03-17,120,13,1610.95,1508.7733333333333,102.1766666666667,1610.95,1487.9666666666667,122.98333333333333
SBGL,ARR,C100,2024-03-18,125,17,2981.133333333333,2778.6066666666666,202.5266666666667,2981.133333333333,2775.2533333333336,205.88
SBGL,ARR,C40,2024-03-18,127,15,1765,1612.58,152.42000000000002,1765,1595.4833333333333,169.51666666666665
SBGL,ARR,C100,2024-03-19,122,18,3014.65,2696.366666666667,318.28333333333336,3014.65,2686.18,328.46999999999997
SBGL,ARR,C40,2024-03-19,127,13,1837.1,1590.8933333333332,246.2066666666667,1837.1,1572.96,264.14
SBGL,ARR,C100,2024-03-20,122,15,2913.9,2727.38,186.52000000000004,2913.9,2720.6433333333334,193.25666666666666
SBGL,ARR,C40,2024-03-20,123,14,1699.8166666666666,1575.5666666666666,124.25000000000003,1699.8166666666666,1557.9866666666667,141.83
SBGL,ARR,C100,2024-03-21,119,20,2846.633333333333,2676.9566666666665,169.6766666666667,2846.633333333333,2679.49,167.14333333333332
SBGL,ARR,C40,2024-03-21,120,19,1668.2333333333333,1559.99,108.24333333333337,1668.2333333333333,1552.27,115.96333333333334
SBGL,ARR,C100,2024-03-22,142,13,3575.616666666667,3259.8333333333335,315.78333333333336,3575.616666666667,3254.5099999999998,321.1066666666667
SBGL,ARR,C40,2024-03-22,139,16,2107.516666666667,1824.9666666666667,282.55,2107.516666666667,1816.6066666666666,290.91
SBGL,ARR,C100,2024-03-23,124,11,2996.233333333333,2733.97,262.2633333333334,2996.233333333333,2731.8166666666666,264.4166666666667
SBGL,ARR,C40,2024-03-23,125,10,1751.55,1557.6266666666666,193.92333333333335,1751.55,1544.54,207.01
SBGL,ARR,C100,2024-03-24,115,7,3009.7666666666664,2690.306666666667,319.46,3009.7666666666664,2695.3733333333334,314.3933333333333
SBGL,ARR,C40,2024-03-24,116,6,1831.1166666666666,1596.2366666666667,234.88000000000002,1831.1166666666666,1590.93,240.18666666666667
SBGL,ARR,C100,2024-03-25,132,16,3301.5666666666666,3031.983333333333,269.58333333333337,3301.5666666666666,3041.36,260.20666666666665
SBGL,ARR,C40,2024-03-25,134,14,2019.2333333333333,1812.1633333333334,207.07000000000002,2019.2333333333333,1804.4533333333334,214.78
SBGL,ARR,C100,2024-03-26,124,18,3184.266666666667,2868.32,315.9466666666667,3184.266666666667,2871.883333333333,312.3833333333333
SBGL,ARR,C40,2024-03-26,126,16,1924.8333333333333,1712.23,212.60333333333335,1924.8333333333333,1705.11,219.72333333333333
SBGL,ARR,C100,2024-03-27,127,19,3081.883333333333,2830.0266666666666,251.8566666666667,3081.883333333333,2821.83,260.05333333333334
SBGL,ARR,C40,2024-03-27,129,17,1830.2333333333333,1645.4266666666667,184.8066666666667,1830.2333333333333,1624.6533333333334,205.58
SBGL,ARR,C100,2024-03-28,118,18,2860.633333333333,2608.5166666666664,252.1166666666667,2860.633333333333,2592.8333333333335,267.8
SBGL,ARR,C40,2024-03-28,124,12,1758.3166666666666,1530.6399999999999,227.6766666666667,1758.3166666666666,1510.55,247.76666666666665
SBGL,ARR,C100,2024-03-29,123,16,2890.616666666667,2715.47,175.1466666666667,2890.616666666667,2710.6033333333335,180.01333333333332
SBGL,ARR,C40,2024-03-29,123,16,1652.6833333333334,1529.8833333333332,122.80000000000004,1652.6833333333334,1513.1333333333334,139.55
SBGL,ARR,C100,2024-03-30,103,9,2522.5833333333335,2306.19,216.39333333333337,2522.5833333333335,2310.34,212.24333333333334
SBGL,ARR,C40,2024-03-30,102,10,1424,1307.3799999999999,116.62000000000003,1424,1299.08,124.92
SBGL,ARR,C100,2024-03-31,126,20,3028.633333333333,2860.3933333333334,168.24,3028.633333333333,2861.1666666666665,167.46666666666667
SBGL,ARR,C40,2024-03-31,126,20,1796.0666666666666,1648.7466666666667,147.32000000000002,1796.0666666666666,1637.2433333333333,158.82333333333332
SBGL,ARR,C100,2024-04-01,131,12,3098.0666666666666,2896.64,201.42666666666668,3098.0666666666666,2888.266666666667,209.8
SBGL,ARR,C40,2024-04-01,134,9,1847.8,1680.4633333333334,167.3366666666667,1847.8,1661.4833333333333,186.31666666666666
SBGL,ARR,C100,2024-04-02,131,16,3146.4666666666667,2905.0533333333333,241.41333333333338,3146.4666666666667,2894.576666666667,251.89000000000001
SBGL,ARR,C40,2024-04-02,130,17,1812.4166666666667,1628.3666666666666,184.05000000000004,1812.4166666666667,1607.3166666666666,205.1
SBGL,ARR,C100,2024-04-03,108,32,2579.25,2386.49,192.76000000000002,2579.25,2374.9466666666667,204.30333333333334
SBGL,ARR,C40,2024-04-03,112,28,1527.5666666666666,1396.3766666666666,131.19000000000003,1527.5666666666666,1377.4833333333333,150.08333333333334
SBGL,ARR,C100,2024-04-04,125,13,3021.8166666666666,2783.9333333333334,237.88333333333335,3021.8166666666666,2770.2333333333336,251.58333333333334
SBGL,ARR,C40,2024-04-04,126,12,1758.9833333333333,1590.71,168.27333333333337,1758.9833333333333,1569.45,189.53333333333333
SBGL,ARR,C100,2024-04-05,132,21,3148.55,2946.383333333333,202.16666666666669,3148.55,2932.1233333333334,216.42666666666668
SBGL,ARR,C40,2024-04-05,133,20,1850.8,1687.3333333333333,163.4666666666667,1850.8,1663.4333333333334,187.36666666666667
SBGL,ARR,C100,2024-04-06,123,17,2918.1,2717.3166666666666,200.78333333333336,2918.1,2709.1066666666666,208.99333333333334
SBGL,ARR,C40,2024-04-06,125,15,1721.35,1553.1,168.25000000000003,1721.35,1536.0666666666666,185.28333333333333
SBGL,ARR,C100,2024-04-07,117,6,2829.9333333333334,2601.37,228.56333333333333,2829.9333333333334,2590.596666666667,239.33666666666667
SBGL,ARR,C40,2024-04-07,115,8,1629.65,1454.4566666666667,175.19333333333338,1629.65,1435.1833333333334,194.46666666666667
SBGL,ARR,C100,2024-04-08,130,10,3077.633333333333,2874.2966666666666,203.3366666666667,3077.633333333333,2873.076666666667,204.55666666666667
SBGL,ARR,C40,2024-04-08,129,11,1767.4,1614,153.40000000000003,1767.4,1604.25,163.15
SBGL,ARR,C100,2024-04-09,123,8,2886.3166666666666,2710.9733333333334,175.34333333333336,2886.3166666666666,2692.3333333333335,193.98333333333332
SBGL,ARR,C40,2024-04-09,125,6,1671.3,1546.09,125.21000000000001,1671.3,1532.7533333333333,138.54666666666665
SBGL,ARR,C100,2024-04-10,115,10,2717.95,2546.5333333333333,171.41666666666669,2717.95,2531.32,186.63
SBGL,ARR,C40,2024-04-10,115,10,1562.1166666666666,1438.6566666666668,123.46000000000002,1562.1166666666666,1424.46,137.65666666666667
SBGL,ARR,C100,2024-04-11,132,11,3188.8333333333335,2930.1866666666665,258.6466666666667,3188.8333333333335,2905.48,283.35333333333335
SBGL,ARR,C40,2024-04-11,135,8,1890.1166666666666,1693.4066666666668,196.71,1890.1166666666666,1673.9633333333334,216.15333333333334
SBGL,ARR,C100,2024-04-12,138,10,3391.7,3060.5099999999998,331.19000000000005,3391.7,3038.7566666666667,352.9433333333333
SBGL,ARR,C40,2024-04-12,138,10,1948.7,1736.3733333333332,212.32666666666668,1948.7,1715.5533333333333,233.14666666666668
SBGL,ARR,C100,2024-04-13,123,6,2928.8,2734,194.8,2928.8,2725.66,203.14
SBGL,ARR,C40,2024-04-13,124,5,1719.1166666666666,1571.9433333333334,147.17333333333337,1719.1166666666666,1552.8333333333333,166.28333333333333
SBGL,ARR,C100,2024-04-14,119,17,2841.883333333333,2647.1066666666666,194.7766666666667,2841.883333333333,2634.0533333333333,207.83
SBGL,ARR,C40,2024-04-14,121,15,1654.9,1527.9766666666667,126.92333333333337,1654.9,1505,149.9
SBGL,ARR,C100,2024-04-15,137,18,3258.4,3040.62,217.78000000000003,3258.4,3020.996666666667,237.40333333333334
SBGL,ARR,C40,2024-04-15,138,17,1900.5666666666666,1743.0966666666666,157.47000000000003,1900.5666666666666,1716.1666666666667,184.4
SBGL,ARR,C100,2024-04-16,132,13,3130.2166666666667,2954.963333333333,175.25333333333333,3130.2166666666667,2938.36,191.85666666666665
SBGL,ARR,C40,2024-04-16,133,12,1798.6833333333334,1692.9633333333334,105.72000000000006,1798.6833333333334,1668.2666666666667,130.41666666666666
SBGL,ARR,C100,2024-04-17,115,9,2736.866666666667,2541.38,195.48666666666668,2736.866666666667,2530.4166666666665,206.45
SBGL,ARR,C40,2024-04-17,118,6,1573.75,1472.04,101.71000000000004,1573.75,1452.7166666666667,121.03333333333333
SBGL,ARR,C100,2024-04-18,132,16,3598.7166666666667,3084.6866666666665,514.03,3598.7166666666667,3096.5666666666666,502.15
SBGL,ARR,C40,2024-04-18,133,15,2228.1833333333334,1851.8733333333332,376.31,2228.1833333333334,1851.3033333333333,376.88
SBGL,ARR,C100,2024-04-19,131,11,3185.9166666666665,2983.65,202.2666666666667,3185.9166666666665,2988.99,196.92666666666665
SBGL,ARR,C40,2024-04-19,134,8,1925.4833333333333,1775.65,149.83333333333337,1925.4833333333333,1765.8566666666666,159.62666666666667
SBGL,ARR,C100,2024-04-20,21,127,532.8833333333333,464.6333333333333,68.25,532.8833333333333,462.29333333333335,70.59
SBGL,ARR,C40,2024-04-20,22,126,329.01666666666665,274.00333333333333,55.013333333333335,329.01666666666665,270.75,58.266666666666666
SBGL,ARR,C100,2024-04-21,0,120,0,0,0,0,0,0
SBGL,ARR,C40,2024-04-21,0,120,0,0,0,0,0,0
SBGL,ARR,C100,2024-04-22,72,64,1679.25,1603.2333333333333,76.0166666666667,1679.25,1597.1233333333334,82.12666666666667
SBGL,ARR,C40,2024-04-22,71,65,954.1833333333333,900.6966666666666,53.48666666666669,954.1833333333333,889.5166666666667,64.66666666666667
SBGL,ARR,C100,2024-04-23,67,71,1574.8666666666666,1491.4,83.46666666666668,1574.8666666666666,1487.22,87.64666666666666
SBGL,ARR,C40,2024-04-23,71,67,954.2333333333333,896.5966666666667,57.636666666666684,954.2333333333333,885.9,68.33333333333333
SBGL,ARR,C100,2024-04-24,119,19,2856.4333333333334,2663.93,192.50333333333336,2856.4333333333334,2640.7533333333336,215.68
SBGL,ARR,C40,2024-04-24,122,16,1688.1666666666667,1549.25,138.9166666666667,1688.1666666666667,1524.6033333333332,163.56333333333333
SBGL,ARR,C100,2024-04-25,125,17,3040.383333333333,2829.773333333333,210.61,3040.383333333333,2836.1433333333334,204.24
SBGL,ARR,C40,2024-04-25,129,13,1835.2166666666667,1686.0433333333333,149.17333333333337,1835.2166666666667,1677.5933333333332,157.62333333333333
SBGL,ARR,C100,2024-04-26,125,17,3011.3166666666666,2749.153333333333,262.16333333333336,3011.3166666666666,2743.786666666667,267.53
SBGL,ARR,C40,2024-04-26,128,14,1778.6666666666667,1594.6066666666666,184.06000000000006,1778.6666666666667,1576.6766666666667,201.99
SBGL,ARR,C100,2024-04-27,120,10,2811.4333333333334,2642.5233333333335,168.91000000000003,2811.4333333333334,2639.85,171.58333333333334
SBGL,ARR,C40,2024-04-27,120,10,1615.3833333333334,1498.09,117.29333333333338,1615.3833333333334,1483.75,131.63333333333333
SBGL,ARR,C100,2024-04-28,111,10,2585.5,2442.383333333333,143.11666666666667,2585.5,2442.2266666666665,143.27333333333334
SBGL,ARR,C40,2024-04-28,111,10,1469.5333333333333,1376.2166666666667,93.3166666666667,1469.5333333333333,1362.0666666666666,107.46666666666667
SBGL,ARR,C100,2024-04-29,136,14,3240.483333333333,3009.38,231.10333333333335,3240.483333333333,2998.036666666667,242.44666666666666
SBGL,ARR,C40,2024-04-29,140,10,1974.4833333333333,1765.2733333333333,209.21,1974.4833333333333,1744.3966666666668,230.08666666666667
SBGL,ARR,C100,2024-04-30,118,18,2746.2833333333333,2610.596666666667,135.6866666666667,2746.2833333333333,2601.9933333333333,144.29
SBGL,ARR,C40,2024-04-30,118,18,1572.1666666666667,1474.7566666666667,97.41000000000005,1572.1666666666667,1457.0833333333333,115.08333333333333
SBGL,ARR,C100,2024-05-01,118,11,2709.6,2612.6566666666668,96.94333333333336,2709.6,2607.4166666666665,102.18333333333334
SBGL,ARR,C40,2024-05-01,119,10,1543.3666666666668,1498.2566666666667,45.11000000000005,1543.3666666666668,1482.0666666666666,61.3
SBGL,ARR,C100,2024-05-02,123,22,2921.5166666666664,2724.6966666666667,196.82,2921.5166666666664,2711.9733333333334,209.54333333333332
SBGL,ARR,C40,2024-05-02,129,16,1736.2333333333333,1608.6366666666665,127.5966666666667,1736.2333333333333,1588.95,147.28333333333333
SBGL,ARR,C100,2024-05-03,149,15,3581.5333333333333,3352.983333333333,228.54999999999998,3581.5333333333333,3342.733333333333,238.79999999999998
SBGL,ARR,C40,2024-05-03,151,13,2101.266666666667,1970.3033333333333,130.96333333333337,2101.266666666667,1950.4,150.86666666666667
SBGL,ARR,C100,2024-05-04,148,20,3557.8333333333335,3224.8566666666666,332.9766666666667,3557.8333333333335,3215.86,341.97333333333336
SBGL,ARR,C40,2024-05-04,151,17,2069.983333333333,1862.51,207.4733333333334,2069.983333333333,1841.3833333333334,228.6
SBGL,ARR,C100,2024-05-05,137,20,3405.15,3017.5666666666666,387.58333333333337,3405.15,3004.673333333333,400.4766666666667
SBGL,ARR,C40,2024-05-05,138,19,1981.3166666666666,1730.3066666666666,251.01000000000005,1981.3166666666666,1707.1333333333334,274.18333333333334
SBGL,ARR,C100,2024-05-06,122,20,2934.9666666666667,2696.4466666666667,238.52,2934.9666666666667,2686.0833333333335,248.88333333333333
SBGL,ARR,C40,2024-05-06,120,22,1641.8,1513.2666666666667,128.53333333333336,1641.8,1493.9166666666667,147.88333333333333
SBGL,ARR,C100,2024-05-07,121,19,2838.0166666666664,2678.0333333333333,159.98333333333335,2838.0166666666664,2658.3966666666665,179.62
SBGL,ARR,C40,2024-05-07,124,16,1678.5333333333333,1562.08,116.45333333333333,1678.5333333333333,1542.75,135.78333333333333
SBGL,ARR,C100,2024-05-08,109,12,2641.5833333333335,2400.9366666666665,240.64666666666668,2641.5833333333335,2385.8166666666666,255.76666666666668
SBGL,ARR,C40,2024-05-08,111,10,1536.4666666666667,1387.1166666666666,149.35000000000002,1536.4666666666667,1374.55,161.91666666666666
SBGL,ARR,C100,2024-05-09,108,33,2522.766666666667,2391.1966666666667,131.57000000000002,2522.766666666667,2374.1966666666667,148.57
SBGL,ARR,C40,2024-05-09,109,32,1473.8666666666666,1383.9333333333334,89.93333333333335,1473.8666666666666,1364.95,108.91666666666667
SBGL,ARR,C100,2024-05-10,123,23,2999.9166666666665,2780.673333333333,219.24333333333334,2999.9166666666665,2788.29,211.62666666666667
SBGL,ARR,C40,2024-05-10,125,21,1848.8333333333333,1651.7533333333333,197.08000000000004,1848.8333333333333,1640.38,208.45333333333335
SBGL,ARR,C100,2024-05-11,116,23,2709.016666666667,2558.09,150.9266666666667,2709.016666666667,2547.3366666666666,161.68
SBGL,ARR,C40,2024-05-11,120,19,1570.6833333333334,1504.3566666666666,66.3266666666667,1570.6833333333334,1485.1333333333334,85.55
SBGL,ARR,C100,2024-05-12,115,13,2658.65,2549.0666666666666,109.58333333333337,2658.65,2540.6966666666667,117.95333333333333
SBGL,ARR,C40,2024-05-12,117,11,1572.1333333333334,1488.73,83.40333333333336,1572.1333333333334,1466.2433333333333,105.89
SBGL,ARR,C100,2024-05-13,132,12,3105.7,2937.46,168.24,3105.7,2926.4133333333334,179.28666666666666
SBGL,ARR,C40,2024-05-13,133,11,1812.0166666666667,1705.3,106.71666666666671,1812.0166666666667,1686.5566666666666,125.46
SBGL,ARR,C100,2024-05-14,124,15,2956.75,2780.34,176.41,2956.75,2773.5866666666666,183.16333333333333
SBGL,ARR,C40,2024-05-14,124,15,1715.4833333333333,1600.5766666666666,114.9066666666667,1715.4833333333333,1585.75,129.73333333333332
SBGL,ARR,C100,2024-05-15,113,21,2840.4666666666667,2590.09,250.37666666666672,2840.4666666666667,2594.0499999999997,246.41666666666666
SBGL,ARR,C40,2024-05-15,116,18,1767.35,1574.1766666666667,193.17333333333337,1767.35,1566.11,201.24
SBGL,ARR,C100,2024-05-16,113,12,2612.233333333333,2500.4533333333334,111.78,2612.233333333333,2488.8566666666666,123.37666666666667
SBGL,ARR,C40,2024-05-16,115,10,1522.1833333333334,1453.52,68.66333333333336,1522.1833333333334,1434.8666666666666,87.31666666666666
SBGL,ARR,C100,2024-05-17,130,23,3025.75,2866.8333333333335,158.91666666666669,3025.75,2854.7266666666665,171.02333333333334
SBGL,ARR,C40,2024-05-17,131,22,1731.35,1648.9566666666667,82.39333333333337,1731.35,1628.4533333333334,102.89666666666666
SBGL,ARR,C100,2024-05-18,116,14,2803.2166666666667,2607.383333333333,195.83333333333337,2803.2166666666667,2611.1566666666668,192.06
SBGL,ARR,C40,2024-05-18,117,13,1677.2,1525.6233333333332,151.57666666666668,1677.2,1516.13,161.07
SBGL,ARR,C100,2024-05-19,109,10,2583.2166666666667,2445.58,137.63666666666666,2583.2166666666667,2444.9066666666668,138.31
SBGL,ARR,C40,2024-05-19,110,9,1541.5333333333333,1433.2466666666667,108.28666666666669,1541.5333333333333,1420.41,121.12333333333333
SBGL,ARR,C100,2024-05-20,124,17,2974.7833333333333,2777.8233333333333,196.96000000000004,2974.7833333333333,2780.503333333333,194.28
SBGL,ARR,C40,2024-05-20,126,15,1783.2333333333333,1627.62,155.61333333333334,1783.2333333333333,1618.49,164.74333333333334
SBGL,ARR,C100,2024-05-21,115,5,2758.383333333333,2549.5933333333332,208.79000000000002,2758.383333333333,2559.6033333333335,198.78
SBGL,ARR,C40,2024-05-21,116,4,1654.1166666666666,1480,174.1166666666667,1654.1166666666666,1474.0533333333333,180.06333333333333
SBGL,ARR,C100,2024-05-22,109,17,2644.6833333333334,2400.2966666666666,244.38666666666668,2644.6833333333334,2392.77,251.91333333333333
SBGL,ARR,C40,2024-05-22,114,12,1637.4333333333334,1433.67,203.76333333333335,1637.4333333333334,1416.0666666666666,221.36666666666667
SBGL,ARR,C100,2024-05-23,111,26,2603.45,2434.07,169.38,2603.45,2428.3533333333335,175.09666666666666
SBGL,ARR,C40,2024-05-23,114,23,1555.3666666666666,1421.1433333333332,134.22333333333336,1555.3666666666666,1405.66,149.70666666666668
SBGL,ARR,C100,2024-05-24,125,17,3027.883333333333,2831.6,196.28333333333336,3027.883333333333,2818.0266666666666,209.85666666666665
SBGL,ARR,C40,2024-05-24,125,17,1757.8333333333333,1632.81,125.02333333333334,1757.8333333333333,1618.39,139.44333333333333
SBGL,ARR,C100,2024-05-25,122,7,2963.25,2772.0466666666666,191.20333333333338,2963.25,2753.9366666666665,209.31333333333333
SBGL,ARR,C40,2024-05-25,122,7,1740.4166666666667,1610.2233333333334,130.19333333333333,1740.4166666666667,1591.5433333333333,148.87333333333333
SBGL,ARR,C100,2024-05-26,113,7,2815.25,2511.5266666666666,303.72333333333336,2815.25,2499.2166666666667,316.0333333333333
SBGL,ARR,C40,2024-05-26,113,7,1641.9833333333333,1438.1966666666667,203.78666666666672,1641.9833333333333,1418.4966666666667,223.48666666666665
SBGL,ARR,C100,2024-05-27,118,14,2806.6833333333334,2595.05,211.63333333333333,2806.6833333333334,2592.983333333333,213.7
SBGL,ARR,C40,2024-05-27,119,13,1622.9166666666667,1489.87,133.0466666666667,1622.9166666666667,1475.0833333333333,147.83333333333334
SBGL,ARR,C100,2024-05-28,117,11,2736.7833333333333,2549.9966666666664,186.78666666666672,2736.7833333333333,2528.0666666666666,185.43333333333334
SBGL,ARR,C40,2024-05-28,118,10,1575.5166666666667,1458.6399999999999,116.87666666666671,1575.5166666666667,1444.4266666666667,131.09
SBGL,ARR,C100,2024-05-29,104,27,2576.75,2374.9733333333334,201.7766666666667,2576.75,2382.37,194.38
SBGL,ARR,C40,2024-05-29,105,26,1552.5,1411.98,140.52000000000004,1552.5,1407.06,145.44
SBGL,ARR,C100,2024-05-30,103,32,2728.883333333333,2339.3166666666666,389.56666666666666,2728.883333333333,2351.68,377.2033333333333
SBGL,ARR,C40,2024-05-30,100,35,1583.3833333333334,1338.9566666666667,244.42666666666668,1583.3833333333334,1338.98,244.40333333333334
SBGL,ARR,C100,2024-05-31,95,10,2287.15,2141.346666666667,145.80333333333334,2287.15,2141.04,146.11
