ICAO,PHASE,RANGE,DATE,MVTS_VALID,MVTS_NA,TOT_ASMA,TOT_REF,TOT_ADD_TIME,TOT_ASMA_SUPPLIED,TOT_UNIMP_SUPPLIED,TOT_ADD_SUPPLIED
SBBR,ARR,C100,2025-04-15,198,35,4800.6,4331.166666666667,469.4333333333333,4800.6,4278.986666666667,521.6133333333333
SBBR,ARR,C40,2025-04-15,196,37,2798.883333333333,2531.99,266.8933333333333,2798.883333333333,2486.1466666666665,312.7366666666667
SBBR,ARR,C100,2025-04-16,194,53,4706.3,4196.513333333333,509.7866666666667,4706.3,4165.056666666666,541.2433333333333
SBBR,ARR,C40,2025-04-16,194,53,2882.516666666667,2499.58,382.9366666666667,2882.516666666667,2520.6033333333335,361.91333333333336
SBBR,ARR,C100,2025-04-17,171,48,4172.316666666667,3693.3733333333334,478.9433333333333,4172.316666666667,3687.963333333333,452.88666666666666
SBBR,ARR,C40,2025-04-17,175,44,2672.5,2286.03,386.47,2672.5,2261.6466666666665,410.85333333333335
SBBR,ARR,C100,2025-04-18,158,22,3912.383333333333,3393.6633333333334,518.72,3912.383333333333,3410.0933333333332,502.29
SBBR,ARR,C40,2025-04-18,154,26,2356.266666666667,1983.7366666666667,372.53000000000003,2356.266666666667,1971.4566666666667,384.81
SBBR,ARR,C100,2025-04-19,116,19,2822.9666666666667,2515.66,307.3066666666666,2822.9666666666667,2519.8,303.1666666666667
SBBR,ARR,C40,2025-04-19,114,21,1652.25,1476.3533333333332,175.89666666666665,1652.25,1462.96,189.29
SBBR,ARR,C100,2025-04-20,128,17,3040.25,2820.8533333333335,219.39666666666668,3040.25,2804.88,235.37
SBBR,ARR,C40,2025-04-20,129,16,1851.4,1689.76,161.64,1851.4,1666.66,184.74
SBBR,ARR,C100,2025-04-21,185,37,4554.85,4113.9366666666665,440.9133333333333,4554.85,4040.43,514.42
SBBR,ARR,C40,2025-04-21,191,31,2865.483333333333,2520.2266666666665,345.25666666666666,2865.483333333333,2462.14,403.34333333333336
SBBR,ARR,C100,2025-04-22,200,36,5050.933333333333,4385.413333333333,665.52,5050.933333333333,4327.626666666667,723.3066666666666
SBBR,ARR,C40,2025-04-22,203,33,3119.4,2636.3,483.09999999999997,3119.4,2585.503333333333,533.8966666666666
SBBR,ARR,C100,2025-04-23,199,53,4868.733333333334,4373.366666666667,495.3666666666667,4868.733333333334,4325.926666666666,542.8066666666666
SBBR,ARR,C40,2025-04-23,207,45,3062.4,2683.16,379.24,3062.4,2631.84,430.56
SBBR,ARR,C100,2025-04-24,178,64,4423.7,3894.516666666667,529.1833333333333,4423.7,3861.4733333333334,562.2266666666667
SBBR,ARR,C40,2025-04-24,190,52,2911.2,2461.7033333333334,449.49666666666667,2911.2,2473.4666666666667,437.73333333333335
SBBR,ARR,C100,2025-04-25,171,42,4394.533333333334,3692.826666666667,701.7066666666667,4394.533333333334,3703.0066666666667,691.5266666666666
SBBR,ARR,C40,2025-04-25,174,39,2702.3,2219.86,482.44,2702.3,2249.173333333333,453.12666666666667
SBBR,ARR,C100,2025-04-26,147,18,3375.2,3148.86,226.33999999999995,3375.2,3162.503333333333,212.69666666666666
SBBR,ARR,C40,2025-04-26,143,22,1961.6666666666667,1788.2466666666667,173.42000000000002,1961.6666666666667,1777.99,183.67666666666668
SBBR,ARR,C100,2025-04-27,157,18,3791.5,3437.5099999999998,353.99,3791.5,3416.8166666666666,374.68333333333334
SBBR,ARR,C40,2025-04-27,159,16,2310.15,2081.32,228.83,2310.15,2055.943333333333,254.20666666666668
SBBR,ARR,C100,2025-04-28,195,41,5061.15,4269.2266666666665,791.9233333333333,5061.15,4197.5233333333335,863.6266666666667
SBBR,ARR,C40,2025-04-28,190,46,2922.8,2507.576666666667,415.22333333333336,2922.8,2505.713333333333,417.08666666666664
SBBR,ARR,C100,2025-04-29,201,48,4964.2,4420.94,543.26,4964.2,4378.7733333333335,585.4266666666666
SBBR,ARR,C40,2025-04-29,207,42,3122.6666666666665,2693.536666666667,429.13,3122.6666666666665,2624.003333333333,462.93
SBBR,ARR,C100,2025-04-30,152,91,3651.1666666666665,3321.076666666667,330.09,3651.1666666666665,3294.306666666667,356.86
SBBR,ARR,C40,2025-04-30,156,87,2206.25,2000.81,205.44000000000003,2206.25,1966.1499999999999,240.1
SBBR,ARR,C100,2025-05-01,146,59,3593.1833333333334,3210.2333333333336,382.95,3593.1833333333334,3181.0133333333333,412.17
SBBR,ARR,C40,2025-05-01,151,54,2245.7833333333333,1964.66,281.12333333333333,2245.7833333333333,1941.78,304.00333333333333
SBBR,ARR,C100,2025-05-02,138,27,3373.1666666666665,3002.75,370.41666666666663,3373.1666666666665,2997.47,375.69666666666666
SBBR,ARR,C40,2025-05-02,143,22,2078.9,1844.3733333333332,234.52666666666667,2078.9,1824.6466666666665,254.25333333333333
SBBR,ARR,C100,2025-05-03,120,22,2807.7833333333333,2614.8533333333335,192.92999999999998,2807.7833333333333,2597.1466666666665,195.88666666666666
SBBR,ARR,C40,2025-05-03,122,20,1704.1,1586.3666666666666,117.73333333333335,1704.1,1566.8799999999999,137.22
SBBR,ARR,C100,2025-05-04,149,37,3578.983333333333,3277.1066666666666,301.87666666666667,3578.983333333333,3262.6033333333335,316.38
SBBR,ARR,C40,2025-05-04,152,34,2187.633333333333,1989.25,198.38333333333333,2187.633333333333,1960.0333333333333,227.6
SBBR,ARR,C100,2025-05-05,186,38,4393.45,4052.4666666666667,340.9833333333333,4393.45,4027.6033333333335,365.8466666666667
SBBR,ARR,C40,2025-05-05,195,29,2805.4333333333334,2517.306666666667,288.12666666666667,2805.4333333333334,2479.44,325.99333333333334
SBBR,ARR,C100,2025-05-06,192,40,4623.433333333333,4201.753333333333,421.68,4623.433333333333,4151.913333333333,471.52
SBBR,ARR,C40,2025-05-06,191,41,2710.116666666667,2432.45,277.66666666666663,2710.116666666667,2389.64,320.4766666666667
SBBR,ARR,C100,2025-05-07,176,54,4192.266666666666,3818.54,373.72666666666663,4192.266666666666,3795.8166666666666,396.45
SBBR,ARR,C40,2025-05-07,187,43,2673.15,2403.7266666666665,269.42333333333335,2673.15,2366.6833333333334,306.46666666666664
SBBR,ARR,C100,2025-05-08,162,74,3950.616666666667,3551.4166666666665,399.2,3950.616666666667,3516.92,433.69666666666666
SBBR,ARR,C40,2025-05-08,172,64,2509.9,2216.6,293.3,2509.9,2175.24,334.66
SBBR,ARR,C100,2025-05-09,165,63,4173.883333333333,3628.23,545.6533333333333,4173.883333333333,3587.17,586.7133333333334
SBBR,ARR,C40,2025-05-09,166,62,2697.1,2165.5133333333333,531.5866666666667,2697.1,2181.4066666666668,515.6933333333334
SBBR,ARR,C100,2025-05-10,140,42,3323.5666666666666,3099.17,224.39666666666668,3323.5666666666666,3069.4566666666665,254.11
SBBR,ARR,C40,2025-05-10,147,35,2078.366666666667,1926.1933333333334,152.17333333333335,2078.366666666667,1894.9566666666667,183.41
SBBR,ARR,C100,2025-05-11,152,21,3583.1833333333334,3317.2933333333335,265.89,3583.1833333333334,3314.46,268.72333333333336
SBBR,ARR,C40,2025-05-11,154,19,2215.516666666667,2006.3,209.21666666666667,2215.516666666667,1980.9166666666665,234.6
SBBR,ARR,C100,2025-05-12,191,38,4727.7,4197.683333333333,530.0166666666667,4727.7,4168.1466666666665,559.5533333333333
SBBR,ARR,C40,2025-05-12,200,29,2993.85,2583.1966666666667,410.65333333333336,2993.85,2545.62,448.23
SBBR,ARR,C100,2025-05-13,176,49,4533.733333333334,3874.153333333333,659.58,4533.733333333334,3829.5933333333332,704.14
SBBR,ARR,C40,2025-05-13,182,43,2851.0333333333333,2361.0533333333333,489.98,2851.0333333333333,2320.79,530.2433333333333
SBBR,ARR,C100,2025-05-14,179,56,4537.483333333334,3930.056666666667,607.4266666666666,4537.483333333334,3895.3933333333334,642.09
SBBR,ARR,C40,2025-05-14,182,53,2835.1,2369.27,465.83,2835.1,2383.3,451.8
SBBR,ARR,C100,2025-05-15,157,68,3894.4166666666665,3437.2966666666666,457.12,3894.4166666666665,3413.3966666666665,481.02
SBBR,ARR,C40,2025-05-15,160,65,2471.05,2063.14,407.90999999999997,2471.05,2032.4466666666667,438.60333333333335
SBBR,ARR,C100,2025-05-16,154,67,3838.6,3357.1666666666665,481.4333333333333,3838.6,3350.8166666666666,487.78333333333336
SBBR,ARR,C40,2025-05-16,160,61,2473.633333333333,2043.36,430.2733333333333,2473.633333333333,2021.3733333333332,452.26
SBBR,ARR,C100,2025-05-17,151,23,3743.3333333333335,3319.35,423.98333333333335,3743.3333333333335,3297.096666666667,446.2366666666667
SBBR,ARR,C40,2025-05-17,149,25,2192.866666666667,1918.2866666666666,274.58,2192.866666666667,1895.8066666666666,297.06
SBBR,ARR,C100,2025-05-18,155,32,3882.5666666666666,3433.2033333333334,449.36333333333334,3882.5666666666666,3406.9366666666665,475.63
SBBR,ARR,C40,2025-05-18,159,28,2398.0666666666666,2097.52,300.5466666666667,2398.0666666666666,2067.2,330.8666666666667
SBBR,ARR,C100,2025-05-19,186,48,4671.733333333334,4102.52,569.2133333333334,4671.733333333334,4036.92,634.8133333333333
SBBR,ARR,C40,2025-05-19,180,54,2733.1666666666665,2329.95,403.21666666666664,2733.1666666666665,2285.83,447.33666666666664
SBBR,ARR,C100,2025-05-20,197,59,5197.083333333333,4324.846666666666,872.2366666666667,5197.083333333333,4270.17,926.9133333333333
SBBR,ARR,C40,2025-05-20,205,51,3285.45,2651.14,634.31,3285.45,2656.6966666666667,628.7533333333333
SBBR,ARR,C100,2025-05-21,196,71,4923.95,4331.06,592.89,4923.95,4276.823333333334,647.1266666666667
SBBR,ARR,C40,2025-05-21,198,69,2939.983333333333,2578.48,361.50333333333333,2939.983333333333,2530.42,409.56333333333333
SBBR,ARR,C100,2025-05-22,176,65,4352.45,3856.2433333333333,496.20666666666665,4352.45,3824.36,528.09
SBBR,ARR,C40,2025-05-22,179,62,2741.133333333333,2320.6633333333334,420.46999999999997,2741.133333333333,2281.89,459.24333333333334
SBBR,ARR,C100,2025-05-23,169,67,4372.216666666666,3718.49,653.7266666666667,4372.216666666666,3672.62,699.5966666666667
SBBR,ARR,C40,2025-05-23,174,62,2774.7,2245.5666666666666,529.1333333333333,2774.7,2199.3533333333335,575.3466666666667
SBBR,ARR,C100,2025-05-24,155,26,3767.6833333333334,3379.3566666666666,388.32666666666665,3767.6833333333334,3365.2866666666664,402.39666666666665
SBBR,ARR,C40,2025-05-24,146,35,2138.9666666666667,1883.2666666666667,255.7,2138.9666666666667,1860.2066666666667,278.76
SBBR,ARR,C100,2025-05-25,155,32,3734.1666666666665,3388.4333333333334,345.73333333333335,3734.1666666666665,3381.4466666666667,352.72
SBBR,ARR,C40,2025-05-25,158,29,2289.9166666666665,2053.6566666666668,236.26,2289.9166666666665,2026.9133333333334,263.00333333333333
SBBR,ARR,C100,2025-05-26,186,37,4587.533333333334,4075.116666666667,512.4166666666666,4587.533333333334,4050.0366666666664,537.4966666666667
SBBR,ARR,C40,2025-05-26,194,29,2848.3166666666666,2499.8433333333332,348.47333333333336,2848.3166666666666,2462.73,385.58666666666664
SBBR,ARR,C100,2025-05-27,189,43,4660.233333333334,4147.8966666666665,512.3366666666666,4660.233333333334,4092.1233333333334,568.11
SBBR,ARR,C40,2025-05-27,197,35,2889.266666666667,2539.89,349.37666666666667,2889.266666666667,2492.3566666666666,396.91
SBBR,ARR,C100,2025-05-28,182,52,4576.883333333333,3980.78,596.1033333333334,4576.883333333333,3946.116666666667,630.7666666666667
SBBR,ARR,C40,2025-05-28,181,53,2653.1666666666665,2325.6,327.56666666666666,2653.1666666666665,2287.84,365.32666666666665
SBBR,ARR,C100,2025-05-29,170,56,4205.283333333334,3729.5633333333335,475.71999999999997,4205.283333333334,3695.11,510.17333333333335
SBBR,ARR,C40,2025-05-29,173,53,2498.266666666667,2221.616666666667,276.65000000000003,2498.266666666667,2186.64,311.62666666666667
SBBR,ARR,C100,2025-05-30,158,79,4313.65,3457.6133333333332,856.0366666666666,4313.65,3435.0133333333333,878.6366666666667
SBBR,ARR,C40,2025-05-30,161,76,2649.45,2078.3733333333334,571.0766666666667,2649.45,2048.2066666666665,601.2433333333333
SBBR,ARR,C100,2025-05-31,140,32,3301.883333333333,3058.923333333333,242.96,3301.883333333333,3051.5266666666666,250.35666666666665
SBBR,ARR,C40,2025-05-31,138,34,1914.5333333333333,1789.6466666666668,124.88666666666667,1914.5333333333333,1767.8,146.73333333333332
SBBR,ARR,C100,2025-06-01,145,38,3580.8,3218.07,362.73,3580.8,3202.9533333333334,377.8466666666667
SBBR,ARR,C40,2025-06-01,149,34,2206.2,1964.2566666666667,241.94333333333333,2206.2,1935.8833333333332,270.31666666666666
SBBR,ARR,C100,2025-06-02,186,32,4726.166666666667,4099.456666666667,626.71,4726.166666666667,4047.63,678.5366666666666
SBBR,ARR,C40,2025-06-02,177,41,2728.8,2306.753333333333,422.0466666666667,2728.8,2272.97,455.83
SBBR,ARR,C100,2025-06-03,202,54,5249.5,4457.906666666667,791.5933333333332,5249.5,4398.29,851.21
SBBR,ARR,C40,2025-06-03,213,43,3376.516666666667,2765.98,610.5366666666666,3376.516666666667,2717.49,659.0266666666666
SBBR,ARR,C100,2025-06-04,155,94,3774.133333333333,3366.846666666667,407.28666666666663,3774.133333333333,3374.43,399.7033333333333
SBBR,ARR,C40,2025-06-04,160,89,2477.5,2075.0666666666666,402.43333333333334,2477.5,2011.0033333333333,378.53
SBBR,ARR,C100,2025-06-05,162,81,4011.5,3567.56,443.94,4011.5,3528.3566666666666,483.1433333333333
SBBR,ARR,C40,2025-06-05,162,81,2405.4166666666665,2114.89,290.52666666666664,2405.4166666666665,2078.63,326.7866666666667
SBBR,ARR,C100,2025-06-06,154,82,3674.85,3353.3633333333332,321.4866666666666,3674.85,3336.62,338.23
SBBR,ARR,C40,2025-06-06,151,85,2150.3,1929.2233333333334,221.07666666666665,2150.3,1906.6866666666667,243.61333333333334
SBBR,ARR,C100,2025-06-07,146,30,3624.05,3204.9466666666667,419.1033333333333,3624.05,3172.0866666666666,451.9633333333333
SBBR,ARR,C40,2025-06-07,141,35,2129.85,1832.4433333333334,297.40666666666664,2129.85,1802.6666666666667,327.18333333333334
SBBR,ARR,C100,2025-06-08,163,38,4059.45,3619.5733333333333,439.87666666666667,4059.45,3581.576666666667,477.87333333333333
SBBR,ARR,C40,2025-06-08,176,25,2586,2326.64,259.36,2586,2286.86,299.14
SBBR,ARR,C100,2025-06-09,190,54,4843.783333333334,4172.61,671.1733333333333,4843.783333333334,4090.54,753.2433333333333
SBBR,ARR,C40,2025-06-09,185,59,2815.766666666667,2435.63,380.13666666666666,2815.766666666667,2387.403333333333,428.36333333333334
SBBR,ARR,C100,2025-06-10,187,77,4594.733333333334,4125.45,469.28333333333336,4594.733333333334,4043.616666666667,551.1166666666667
SBBR,ARR,C40,2025-06-10,184,80,2719.2,2386.84,332.36,2719.2,2340.1133333333332,379.08666666666664
SBBR,ARR,C100,2025-06-11,186,92,4797.666666666667,4094.06,703.6066666666667,4797.666666666667,4008.1666666666665,789.5
SBBR,ARR,C40,2025-06-11,184,94,2844.0666666666666,2383.9566666666665,460.11,2844.0666666666666,2330.306666666667,513.76
SBBR,ARR,C100,2025-06-12,163,72,4130.416666666667,3600.74,529.6766666666667,4130.416666666667,3549.8933333333334,580.5233333333333
SBBR,ARR,C40,2025-06-12,165,70,2505.8166666666666,2153.8233333333333,351.99333333333334,2505.8166666666666,2111.1366666666668,394.68
SBBR,ARR,C100,2025-06-13,115,103,2823.3166666666666,2530.596666666667,292.72,2823.3166666666666,2512.7833333333333,310.53333333333336
SBBR,ARR,C40,2025-06-13,84,134,1274.4333333333334,1123.43,151.00333333333333,1274.4333333333334,1114.0066666666667,160.42666666666668
SBBR,ARR,C100,2025-06-14,82,99,2056.4833333333336,1844.1966666666667,212.2866666666667,2056.4833333333336,1831.97,224.51333333333332
SBBR,ARR,C40,2025-06-14,68,113,1106.7,952.51,154.19,1106.7,940.92,165.78
SBBR,ARR,C100,2025-06-15,151,30,3582.633333333333,3313.3733333333334,269.26,3582.633333333333,3306.85,275.78333333333336
SBBR,ARR,C40,2025-06-15,160,21,2281.35,2082.346666666667,199.00333333333333,2281.35,2058.116666666667,223.23333333333332
SBBR,ARR,C100,2025-06-16,171,61,4449.566666666667,3781.056666666667,668.51,4449.566666666667,3714.923333333333,734.6433333333333
SBBR,ARR,C40,2025-06-16,180,52,2878.95,2343.56,535.39,2878.95,2294.2599999999998,584.6899999999999
SBBR,ARR,C100,2025-06-17,113,122,2853.95,2499.3333333333335,354.6166666666667,2853.95,2462.77,391.18
SBBR,ARR,C40,2025-06-17,119,116,1803.6833333333334,1538.4933333333333,265.19,1803.6833333333334,1512.27,291.41333333333336
SBBR,ARR,C100,2025-06-18,5,235,130.43333333333334,113.14333333333333,17.29,130.43333333333334,109.28333333333333,21.150000000000002
SBBR,ARR,C40,2025-06-18,4,236,55.8,51.71666666666667,4.083333333333332,55.8,50.45,5.35
SBBR,ARR,C100,2025-06-19,118,89,2932.45,2576.2366666666667,356.2133333333333,2932.45,2557.02,375.43
SBBR,ARR,C40,2025-06-19,127,80,1933.7666666666667,1632.18,301.5866666666667,1933.7666666666667,1605.3066666666666,328.46
SBBR,ARR,C100,2025-06-20,153,26,3799.8,3406.4,393.4,3799.8,3352.21,447.59
SBBR,ARR,C40,2025-06-20,159,20,2392.4166666666665,2109.233333333333,283.18333333333334,2392.4166666666665,2069.48,322.93666666666667
SBBR,ARR,C100,2025-06-21,122,21,2957.0666666666666,2683.01,274.0566666666667,2957.0666666666666,2662.38,294.68666666666667
SBBR,ARR,C40,2025-06-21,124,19,1780.9666666666667,1625.0266666666666,155.94,1780.9666666666667,1602.8466666666666,178.12
SBBR,ARR,C100,2025-06-22,153,37,3641.8,3302.0533333333333,339.74666666666667,3641.8,3296.9366666666665,344.86333333333334
SBBR,ARR,C40,2025-06-22,157,33,2285.5833333333335,2066.5066666666667,219.0766666666667,2285.5833333333335,2042.43,243.15333333333334
SBBR,ARR,C100,2025-06-23,178,44,4241.85,3862.3933333333334,379.4566666666667,4241.85,3816.6133333333332,425.2366666666667
SBBR,ARR,C40,2025-06-23,188,34,2639.95,2439.5333333333333,200.41666666666666,2639.95,2392.58,247.37
SBBR,ARR,C100,2025-06-24,192,49,4736.966666666666,4219.06,517.9066666666666,4736.966666666666,4174.04,562.9266666666666
SBBR,ARR,C40,2025-06-24,192,49,2886.7833333333333,2527.3133333333335,359.47,2886.7833333333333,2480.693333333333,406.09
SBBR,ARR,C100,2025-06-25,214,46,5680.083333333333,4734.83,945.2533333333333,5680.083333333333,4647.036666666667,1033.0466666666666
SBBR,ARR,C40,2025-06-25,220,40,3493.616666666667,2858.07,635.5466666666666,3493.616666666667,2792.5866666666666,701.03
SBBR,ARR,C100,2025-06-26,195,47,4957.1,4278.18,678.92,4957.1,4222.6466666666665,734.4533333333334
SBBR,ARR,C40,2025-06-26,206,36,3176.383333333333,2672.92,503.4633333333333,3176.383333333333,2623.7166666666667,552.6666666666666
SBBR,ARR,C100,2025-06-27,185,42,4697.1,4055.1233333333334,641.9766666666667,4697.1,4019.1066666666666,677.9933333333333
SBBR,ARR,C40,2025-06-27,184,43,2823.0666666666666,2377.38,445.68666666666667,2823.0666666666666,2337.04,486.02666666666664
SBBR,ARR,C100,2025-06-28,145,38,3522.85,3180.52,342.33,3522.85,3172.95,349.9
SBBR,ARR,C40,2025-06-28,151,32,2303.0666666666666,1957.61,345.4566666666667,2303.0666666666666,1935.78,367.2866666666667
SBBR,ARR,C100,2025-06-29,153,38,3657.733333333333,3351.5933333333332,306.14,3657.733333333333,3346.7200000000003,311.0133333333333
SBBR,ARR,C40,2025-06-29,164,27,2378.6833333333334,2134.7733333333335,243.91,2378.6833333333334,2113.326666666667,265.3566666666667
SBBR,ARR,C100,2025-06-30,186,42,4672.766666666666,4079.963333333333,592.8033333333333,4672.766666666666,4055.6,617.1666666666666
SBBR,ARR,C40,2025-06-30,190,38,2966.983333333333,2482.35,484.6333333333333,2966.983333333333,2449.503333333333,517.48
SBBR,ARR,C100,2025-07-01,183,35,4618.4,4037.746666666667,580.6533333333333,4618.4,3986.9866666666667,631.4133333333333
SBBR,ARR,C40,2025-07-01,185,33,2853.6,2408.983333333333,444.6166666666667,2853.6,2370.633333333333,482.96666666666664
SBBR,ARR,C100,2025-07-02,191,43,4832.8,4201.14,631.66,4832.8,4157.636666666666,675.1633333333333
SBBR,ARR,C40,2025-07-02,195,39,2967.95,2561.6066666666666,406.34333333333336,2967.95,2519.8366666666666,448.11333333333334
SBBR,ARR,C100,2025-07-03,172,46,4213,3770.58,442.41999999999996,4213,3741.91,471.09
SBBR,ARR,C40,2025-07-03,187,31,2744.9166666666665,2443.4933333333333,301.42333333333335,2744.9166666666665,2383.89,325.3933333333333
SBBR,ARR,C100,2025-07-04,177,48,4389.733333333334,3874.31,515.4233333333333,4389.733333333334,3842.93,546.8033333333333
SBBR,ARR,C40,2025-07-04,173,52,2652.633333333333,2277.64,374.99333333333334,2652.633333333333,2242.93,409.7033333333333
SBBR,ARR,C100,2025-07-05,146,32,3705.3333333333335,3205.04,500.29333333333335,3705.3333333333335,3198.21,507.12333333333333
SBBR,ARR,C40,2025-07-05,150,28,2316.3,1962.4933333333333,353.8066666666667,2316.3,1939.3133333333333,376.9866666666667
SBBR,ARR,C100,2025-07-06,155,25,3938.05,3404.55,533.5,3938.05,3382.38,555.67
SBBR,ARR,C40,2025-07-06,157,23,2504.0333333333333,2046.8266666666666,457.20666666666665,2504.0333333333333,2016.2566666666667,487.77666666666664
SBBR,ARR,C100,2025-07-07,184,45,4564.35,4021.81,542.54,4564.35,3999.286666666667,565.0633333333334
SBBR,ARR,C40,2025-07-07,187,42,2719.9333333333334,2420.0133333333333,299.91999999999996,2719.9333333333334,2445.5666666666666,274.3666666666667
SBBR,ARR,C100,2025-07-08,194,48,4741.583333333333,4255.35,486.23333333333335,4741.583333333333,4193.143333333333,548.4399999999999
SBBR,ARR,C40,2025-07-08,203,39,2941.4,2631.6566666666668,309.7433333333333,2941.4,2577.9566666666665,363.4433333333333
SBBR,ARR,C100,2025-07-09,187,49,4643.216666666666,4118.61,524.6066666666667,4643.216666666666,4055.8766666666666,587.34
SBBR,ARR,C40,2025-07-09,193,43,2902.366666666667,2516.53,385.83666666666664,2902.366666666667,2470.08,432.2866666666667
SBBR,ARR,C100,2025-07-10,182,37,4583.433333333333,4000.9266666666667,582.5066666666667,4583.433333333333,3954.653333333333,628.78
SBBR,ARR,C40,2025-07-10,192,27,2937.75,2497.79,439.96,2937.75,2452.116666666667,485.6333333333333
SBBR,ARR,C100,2025-07-11,188,33,4711.383333333333,4126.39,584.9933333333333,4711.383333333333,4090.8333333333335,620.55
SBBR,ARR,C40,2025-07-11,182,39,2794,2371.2833333333333,422.71666666666664,2794,2335.94,458.06
SBBR,ARR,C100,2025-07-12,147,36,3582.9666666666667,3216.7966666666666,366.16999999999996,3582.9666666666667,3196.286666666667,386.68
SBBR,ARR,C40,2025-07-12,147,36,2163.9333333333334,1920.31,243.62333333333333,2163.9333333333334,1896.72,267.2133333333333
SBBR,ARR,C100,2025-07-13,148,28,3538.6666666666665,3240.786666666667,297.87999999999994,3538.6666666666665,3230.27,308.39666666666665
SBBR,ARR,C40,2025-07-13,155,21,2248.2166666666667,2022.3766666666668,225.83999999999997,2248.2166666666667,1998.4766666666667,249.74
SBBR,ARR,C100,2025-07-14,184,38,4523.183333333333,4028.633333333333,494.54999999999995,4523.183333333333,3991.326666666667,531.8566666666667
SBBR,ARR,C40,2025-07-14,187,35,2780.116666666667,2440.2,339.9166666666667,2780.116666666667,2399.11,381.00666666666666
SBBR,ARR,C100,2025-07-15,196,39,5008.716666666666,4345.33,663.3866666666667,5008.716666666666,4261.39,747.3266666666667
SBBR,ARR,C40,2025-07-15,196,39,3037.116666666667,2572.556666666667,464.56,3037.116666666667,2518.326666666667,518.79
SBBR,ARR,C100,2025-07-16,208,51,5465.1,4587.833333333333,877.2666666666667,5465.1,4532.946666666667,932.1533333333333
SBBR,ARR,C40,2025-07-16,211,48,3343.9666666666667,2780.07,563.8966666666666,3343.9666666666667,2731.5333333333333,612.4333333333333
SBBR,ARR,C100,2025-07-17,181,41,4664.116666666667,4022.32,641.7966666666666,4664.116666666667,3942.9566666666665,721.16
SBBR,ARR,C40,2025-07-17,183,39,2859.116666666667,2392.116666666667,467,2859.116666666667,2342.43,516.6866666666666
SBBR,ARR,C100,2025-07-18,172,41,4146.816666666667,3766.3933333333334,380.42333333333335,4146.816666666667,3749.286666666667,397.53000000000003
SBBR,ARR,C40,2025-07-18,174,39,2504.25,2274.85,229.4,2504.25,2242.253333333333,261.99666666666667
SBBR,ARR,C100,2025-07-19,155,32,3805.9166666666665,3426.65,379.26666666666665,3805.9166666666665,3400.8866666666668,405.03000000000003
SBBR,ARR,C40,2025-07-19,156,31,2343.0833333333335,2050.9333333333334,292.15000000000003,2343.0833333333335,2021.9866666666667,321.0966666666667
SBBR,ARR,C100,2025-07-20,157,29,3822.483333333333,3459.08,363.40333333333336,3822.483333333333,3438.6033333333335,383.88
SBBR,ARR,C40,2025-07-20,166,20,2406.116666666667,2183.3966666666665,222.72,2406.116666666667,2151.3166666666666,254.8
SBBR,ARR,C100,2025-07-21,177,36,4341.15,3877,464.15000000000003,4341.15,3847.67,493.48
SBBR,ARR,C40,2025-07-21,176,37,2601.983333333333,2284.62,317.36333333333334,2601.983333333333,2247.88,354.10333333333335
SBBR,ARR,C100,2025-07-22,186,35,4410.216666666667,4084.4166666666665,325.80000000000007,4410.216666666667,4066.5433333333335,343.67333333333335
SBBR,ARR,C40,2025-07-22,184,37,2675.25,2405.2366666666667,270.0133333333333,2675.25,2341.1033333333335,298.83
SBBR,ARR,C100,2025-07-23,171,35,4037.8166666666666,3742.733333333333,295.08333333333337,4037.8166666666666,3724.3933333333334,313.42333333333335
SBBR,ARR,C40,2025-07-23,176,30,2502.35,2300.22,202.13,2502.35,2263.7066666666665,238.64333333333335
SBBR,ARR,C100,2025-07-24,172,44,4226.816666666667,3771.42,455.3966666666667,4226.816666666667,3735.0333333333333,491.78333333333336
SBBR,ARR,C40,2025-07-24,177,39,2605.0666666666666,2305.95,299.1166666666667,2605.0666666666666,2264.7266666666665,340.34
SBBR,ARR,C100,2025-07-25,181,47,4485.466666666666,3984.8933333333334,500.5733333333333,4485.466666666666,3935.5233333333335,549.9433333333334
SBBR,ARR,C40,2025-07-25,179,49,2635.95,2298.88,337.07,2635.95,2257.6466666666665,378.30333333333334
SBBR,ARR,C100,2025-07-26,161,27,3946.25,3586.2566666666667,359.99333333333334,3946.25,3527.96,418.29
SBBR,ARR,C40,2025-07-26,163,25,2387.866666666667,2151.8033333333333,236.06333333333336,2387.866666666667,2109.5833333333335,278.28333333333336
SBBR,ARR,C100,2025-07-27,155,15,3728.0333333333333,3399.16,328.87333333333333,3728.0333333333333,3401.05,326.98333333333335
SBBR,ARR,C40,2025-07-27,152,18,2256.25,1985.0766666666666,271.17333333333335,2256.25,1965.3466666666666,290.9033333333333
SBBR,ARR,C100,2025-07-28,172,39,4156.583333333333,3719.1966666666667,437.38666666666666,4156.583333333333,3693.1466666666665,463.43666666666667
SBBR,ARR,C40,2025-07-28,177,34,2611.266666666667,2289.1666666666665,322.1,2611.266666666667,2251.1366666666668,360.13
SBBR,ARR,C100,2025-07-29,172,58,4309.633333333333,3753.7966666666666,555.8366666666667,4309.633333333333,3713.7533333333336,595.88
SBBR,ARR,C40,2025-07-29,170,60,2526.0166666666664,2223.75,302.26666666666665,2526.0166666666664,2188.1866666666665,337.83
