ICAO,PHASE,DATE,MVTS_VALID,MVTS_NA,TOT_TXXT,TOT_REF,TOT_ADD_TIME
SBBR,ARR,2025-02-10,157,79,877.4,683.26,194.14
SBBR,ARR,2025-02-11,166,92,966.15,700.9066666666666,265.24333333333334
SBBR,ARR,2025-02-12,162,80,947.3666666666667,750.1633333333333,197.20333333333332
SBBR,ARR,2025-02-13,158,73,945.3166666666667,679.3933333333333,265.92333333333335
SBBR,ARR,2025-02-14,162,59,904.15,710.1566666666666,193.9933333333333
SBBR,ARR,2025-02-15,137,39,824,626.6033333333334,197.39666666666665
SBBR,ARR,2025-02-16,143,40,838.9666666666667,650.8566666666667,188.10999999999999
SBBR,ARR,2025-02-17,159,62,1029.25,721.52,307.72999999999996
SBBR,ARR,2025-02-18,160,65,896.75,699.1766666666666,197.57333333333332
SBBR,ARR,2025-02-19,159,89,937.1833333333334,689.5433333333333,247.64000000000001
SBBR,ARR,2025-02-20,163,75,889.9333333333333,703.98,185.95333333333332
SBBR,ARR,2025-02-21,160,70,918.6,689.8833333333333,228.71666666666667
SBBR,ARR,2025-02-22,134,43,729.1333333333333,574.16,154.97333333333333
SBBR,ARR,2025-02-23,142,26,787.6833333333333,608.11,179.57333333333332
SBBR,ARR,2025-02-24,151,52,809.5666666666667,645.1666666666666,164.4
SBBR,ARR,2025-02-25,155,64,936.5166666666667,739.82,196.69666666666666
SBBR,ARR,2025-02-26,164,76,979.2,717.2233333333334,261.9766666666667
SBBR,ARR,2025-02-27,162,70,910.4166666666666,680.7333333333333,229.6833333333333
SBBR,ARR,2025-02-28,159,62,854.4666666666667,691.3666666666667,163.1
SBBR,ARR,2025-03-01,131,35,741.5666666666667,566.52,175.04666666666665
SBBR,ARR,2025-03-02,112,21,575.7333333333333,482.66,93.07333333333332
SBBR,ARR,2025-03-03,102,25,538.6166666666667,444.96000000000004,93.65666666666667
SBBR,ARR,2025-03-04,107,27,553.4666666666667,469.18333333333334,84.28333333333332
SBBR,ARR,2025-03-05,143,58,723.0833333333334,594.5766666666667,128.50666666666666
SBBR,ARR,2025-03-06,153,53,814.95,676.1966666666667,138.75333333333333
SBBR,ARR,2025-03-07,157,51,887.5666666666667,694.5833333333334,192.98333333333332
SBBR,ARR,2025-03-08,131,47,712.4166666666666,581.2,131.21666666666667
SBBR,ARR,2025-03-09,137,53,792.5,632.7433333333333,159.75666666666666
SBBR,ARR,2025-03-10,154,79,862.85,666.8266666666667,196.02333333333334
SBBR,ARR,2025-03-11,162,99,967.3333333333334,736.45,230.88333333333333
SBBR,ARR,2025-03-12,167,97,1118.8,850.8466666666667,267.9533333333333
SBBR,ARR,2025-03-13,163,78,1033.4666666666667,791.7266666666667,241.73999999999998
SBBR,ARR,2025-03-14,167,67,1129.2833333333333,793.5033333333333,335.78
SBBR,ARR,2025-03-15,132,34,855.1,633.4266666666666,221.67333333333332
SBBR,ARR,2025-03-16,140,41,847.7833333333333,601.7933333333333,245.98999999999998
SBBR,ARR,2025-03-17,157,81,884.4666666666667,676.9033333333333,207.56333333333333
SBBR,ARR,2025-03-18,159,71,948.1333333333333,695.0333333333333,253.1
SBBR,ARR,2025-03-19,168,86,1049.3666666666666,770.28,279.08666666666664
SBBR,ARR,2025-03-20,165,91,1045.7333333333333,761.64,284.09333333333336
SBBR,ARR,2025-03-21,160,85,928.05,702.47,225.57999999999998
SBBR,ARR,2025-03-22,133,39,763.7,585.2833333333333,178.41666666666666
SBBR,ARR,2025-03-23,141,39,784.3333333333334,617.4366666666667,166.89666666666668
SBBR,ARR,2025-03-24,152,56,958.05,679.74,278.31
SBBR,ARR,2025-03-25,167,69,1034.45,782.3966666666666,252.0533333333333
SBBR,ARR,2025-03-26,165,87,982.6833333333333,795.5766666666667,187.10666666666665
SBBR,ARR,2025-03-27,165,66,1058.2833333333333,723.4733333333334,334.81
SBBR,ARR,2025-03-28,162,72,946.0666666666667,718.7933333333333,227.27333333333334
SBBR,ARR,2025-03-29,137,46,803.6,644.6933333333334,158.90666666666667
SBBR,ARR,2025-03-30,136,49,757.0333333333333,589.9833333333333,167.05
SBBR,ARR,2025-03-31,149,61,825.7333333333333,651.89,173.8433333333333
SBBR,ARR,2025-04-01,163,88,923.7,704.2266666666667,219.47333333333333
SBBR,ARR,2025-04-02,166,80,1008.9833333333333,728.2433333333333,280.74
SBBR,ARR,2025-04-03,155,86,924.3,691.33,232.96999999999997
SBBR,ARR,2025-04-04,163,72,995.7666666666667,749.5466666666666,246.22
SBBR,ARR,2025-04-05,144,45,904.25,674.2666666666667,229.98333333333332
SBBR,ARR,2025-04-06,140,53,780.9166666666666,597.92,182.99666666666667
SBBR,ARR,2025-04-07,159,70,876.6,688.8833333333333,187.71666666666664
SBBR,ARR,2025-04-08,164,82,956.8166666666666,718.83,237.98666666666665
SBBR,ARR,2025-04-09,169,68,979.1,738.0533333333333,241.04666666666665
SBBR,ARR,2025-04-10,157,72,948.75,688.5933333333334,260.15666666666664
SBBR,ARR,2025-04-11,168,82,971.7333333333333,746.83,224.9033333333333
SBBR,ARR,2025-04-12,142,42,907,638.8933333333333,268.1066666666666
SBBR,ARR,2025-04-13,138,44,750.95,582.74,168.20999999999998
SBBR,ARR,2025-04-14,161,45,1055.1333333333334,758.08,297.05333333333334
SBBR,ARR,2025-04-15,161,70,993.2833333333333,785.5833333333334,207.7
SBBR,ARR,2025-04-16,164,83,999.7666666666667,829.5433333333333,170.22333333333333
SBBR,ARR,2025-04-17,162,59,1016.55,772.85,243.7
SBBR,ARR,2025-04-18,153,26,834.6833333333333,683.7433333333333,150.94
SBBR,ARR,2025-04-19,104,30,586.8833333333333,448.78333333333336,138.1
SBBR,ARR,2025-04-20,111,31,613.85,484.81,129.04
SBBR,ARR,2025-04-21,143,75,709.85,594.0566666666667,115.79333333333332
SBBR,ARR,2025-04-22,160,76,936.7166666666667,720.5600000000001,216.15666666666667
SBBR,ARR,2025-04-23,167,87,990.6333333333333,719.1333333333333,271.5
SBBR,ARR,2025-04-24,161,76,921.2,721.0633333333334,200.13666666666666
SBBR,ARR,2025-04-25,163,48,1046.4833333333333,719.98,326.50333333333333
SBBR,ARR,2025-04-26,135,30,770.7833333333333,626.0933333333334,144.69
SBBR,ARR,2025-04-27,142,34,868.5666666666667,670.36,198.20666666666665
SBBR,ARR,2025-04-28,158,71,945.0666666666667,717.8933333333333,227.17333333333332
SBBR,ARR,2025-04-29,168,80,1001.8166666666667,734.7733333333333,267.04333333333335
SBBR,ARR,2025-04-30,165,70,958.6833333333333,713.0966666666667,245.58666666666664
SBBR,ARR,2025-05-01,157,47,848.7,672.2233333333334,176.47666666666666
SBBR,ARR,2025-05-02,131,33,691.7166666666667,566.02,125.69666666666666
SBBR,ARR,2025-05-03,107,34,537.4166666666666,458.6166666666667,78.8
SBBR,ARR,2025-05-04,138,46,749.4833333333333,588.52,160.96333333333334
SBBR,ARR,2025-05-05,159,64,852.3666666666667,683.8266666666667,168.54
SBBR,ARR,2025-05-06,168,63,947.6666666666666,716.9333333333334,230.73333333333332
SBBR,ARR,2025-05-07,164,63,912.0333333333333,698.73,213.3033333333333
SBBR,ARR,2025-05-08,163,73,901.5,702.4166666666666,199.08333333333331
SBBR,ARR,2025-05-09,167,60,879.5666666666666,703.13,176.43666666666667
SBBR,ARR,2025-05-10,129,53,652.25,564.3333333333334,87.91666666666666
SBBR,ARR,2025-05-11,139,38,801.15,578.4333333333334,222.71666666666667
SBBR,ARR,2025-05-12,159,67,893,700.6466666666666,192.35333333333332
SBBR,ARR,2025-05-13,163,63,881.3333333333334,713.9666666666667,167.36666666666665
SBBR,ARR,2025-05-14,167,68,929.4666666666667,737.7366666666667,191.73
SBBR,ARR,2025-05-15,163,60,872.8,715.3566666666667,157.44333333333333
SBBR,ARR,2025-05-16,164,56,934.0666666666667,730.0866666666667,203.98
SBBR,ARR,2025-05-17,137,35,721.0666666666666,595.7333333333333,125.33333333333331
SBBR,ARR,2025-05-18,137,52,787.1166666666667,584.1666666666666,202.95
SBBR,ARR,2025-05-19,163,68,912.9833333333333,675.4833333333333,237.5
SBBR,ARR,2025-05-20,161,91,878.8166666666667,684.3066666666667,194.51
SBBR,ARR,2025-05-21,170,95,961,719.3066666666667,241.69333333333333
SBBR,ARR,2025-05-22,164,75,948.1166666666667,709.9833333333333,238.13333333333333
SBBR,ARR,2025-05-23,162,72,895.1,691.7066666666667,203.39333333333332
SBBR,ARR,2025-05-24,138,39,807.15,604.7366666666667,202.41333333333333
SBBR,ARR,2025-05-25,139,46,710.65,599.0333333333333,111.61666666666666
SBBR,ARR,2025-05-26,161,61,888.9166666666666,700.34,188.57666666666665
SBBR,ARR,2025-05-27,163,67,882.85,716.0600000000001,166.79
SBBR,ARR,2025-05-28,162,70,868.6,693.9566666666667,174.64333333333335
SBBR,ARR,2025-05-29,164,60,939,731.7366666666667,207.26333333333332
SBBR,ARR,2025-05-30,167,72,974.7,744.87,229.82999999999998
SBBR,ARR,2025-05-31,132,41,735.95,565.95,170
SBBR,ARR,2025-06-01,136,42,720.95,582.8833333333333,138.06666666666666
SBBR,ARR,2025-06-02,157,58,888,703.0933333333334,184.90666666666667
SBBR,ARR,2025-06-03,164,95,983.7666666666667,744.5733333333334,239.19333333333333
SBBR,ARR,2025-06-04,165,80,950.2833333333333,748.3966666666666,201.88666666666666
SBBR,ARR,2025-06-05,167,74,994.5166666666667,747.0233333333333,247.4933333333333
SBBR,ARR,2025-06-06,164,71,946.5833333333334,744.1166666666667,202.46666666666664
SBBR,ARR,2025-06-07,131,48,698.6333333333333,591.13,107.50333333333332
SBBR,ARR,2025-06-08,137,65,719.5333333333333,585.0833333333334,134.45
SBBR,ARR,2025-06-09,157,77,964.4666666666667,764.84,199.62666666666664
SBBR,ARR,2025-06-10,166,96,1012.5666666666667,726.2933333333333,286.2733333333333
SBBR,ARR,2025-06-11,165,108,1008.6,799.61,208.98999999999998
SBBR,ARR,2025-06-12,164,70,971.35,712.39,258.96
SBBR,ARR,2025-06-13,167,50,918.7833333333333,708.2566666666667,210.52666666666667
SBBR,ARR,2025-06-14,134,44,721.2333333333333,575.7966666666666,145.43666666666667
SBBR,ARR,2025-06-15,138,41,704,590.5266666666666,113.47333333333333
SBBR,ARR,2025-06-16,160,66,881.3166666666667,675.07,206.24666666666664
SBBR,ARR,2025-06-17,166,64,898.5,724.8466666666667,173.6533333333333
SBBR,ARR,2025-06-18,164,74,889.1166666666667,726.3166666666667,162.79999999999998
SBBR,ARR,2025-06-19,147,60,817.05,637.23,179.82
SBBR,ARR,2025-06-20,138,41,713.4666666666667,594.0133333333333,119.45333333333332
SBBR,ARR,2025-06-21,114,29,589.4666666666667,489.3666666666667,100.1
SBBR,ARR,2025-06-22,140,47,809.05,667.1666666666666,141.88333333333333
SBBR,ARR,2025-06-23,160,63,958.5833333333334,743.3933333333333,215.19
SBBR,ARR,2025-06-24,165,73,1006.8333333333334,808.0433333333333,198.79
SBBR,ARR,2025-06-25,174,84,987.95,751.95,235.99999999999997
SBBR,ARR,2025-06-26,165,66,893.2166666666667,691.38,201.83666666666667
SBBR,ARR,2025-06-27,171,59,929.5,713.1533333333333,216.34666666666664
SBBR,ARR,2025-06-28,137,44,703.2333333333333,580.0466666666666,123.18666666666665
SBBR,ARR,2025-06-29,145,51,853.35,619.7566666666667,233.59333333333333
SBBR,ARR,2025-06-30,165,63,962.7666666666667,728.4033333333333,234.36333333333332
SBBR,ARR,2025-07-01,161,57,894.05,713.04,181.01
SBBR,ARR,2025-07-02,165,73,950.1333333333333,737.4,212.73333333333332
SBBR,ARR,2025-07-03,160,55,900.7333333333333,709.76,190.97333333333333
SBBR,ARR,2025-07-04,164,54,933.4666666666667,728.3100000000001,205.15666666666667
SBBR,ARR,2025-07-05,140,41,766.6,603.3233333333334,163.27666666666667
SBBR,ARR,2025-07-06,143,38,776.7,614.3066666666667,162.39333333333335
SBBR,ARR,2025-07-07,157,67,840.7166666666667,656.6266666666667,184.08999999999997
SBBR,ARR,2025-07-08,162,76,874.8833333333333,693.3866666666667,181.49666666666664
SBBR,ARR,2025-07-09,165,68,884.9833333333333,706.1833333333334,178.79999999999998
SBBR,ARR,2025-07-10,159,58,809.15,666.5233333333333,142.62666666666667
SBBR,ARR,2025-07-11,165,48,903.8333333333334,704.33,199.50333333333333
SBBR,ARR,2025-07-12,141,40,759.7666666666667,609.7933333333333,149.97333333333333
SBBR,ARR,2025-07-13,142,34,814.1166666666667,621.9133333333333,192.20333333333332
SBBR,ARR,2025-07-14,161,62,858.6666666666666,691.3433333333334,167.32333333333332
SBBR,ARR,2025-07-15,161,75,855.7666666666667,689.77,165.99666666666667
SBBR,ARR,2025-07-16,169,87,977.9333333333333,734.6133333333333,243.32
SBBR,ARR,2025-07-17,159,63,866.1833333333333,682.47,183.7133333333333
SBBR,ARR,2025-07-18,167,53,959.6666666666666,745.2866666666666,214.38
SBBR,ARR,2025-07-19,148,38,848.1333333333333,634.5533333333333,213.57999999999998
SBBR,ARR,2025-07-20,144,40,800.2,609.0833333333334,191.11666666666665
SBBR,ARR,2025-07-21,158,55,836.75,660.44,176.30999999999997
SBBR,ARR,2025-07-22,161,56,852.9166666666666,671.7866666666666,181.13
SBBR,ARR,2025-07-23,163,46,883.25,693.59,189.66
SBBR,ARR,2025-07-24,161,53,846.3666666666667,689.6766666666666,156.69
SBBR,ARR,2025-07-25,164,63,887.7833333333333,693.7733333333333,194.01
SBBR,ARR,2025-07-26,142,43,746.7,617.8,128.89999999999998
SBBR,ARR,2025-07-27,142,28,760.1166666666667,603.4133333333333,156.70333333333332
SBBR,ARR,2025-07-28,155,55,836.8333333333334,690.6,146.23333333333332
SBBR,ARR,2025-07-29,165,60,985.7833333333333,801.36,184.42333333333332
SBBR,ARR,2025-07-30,169,57,1037.3166666666666,815.9,221.41666666666666
SBBR,ARR,2025-07-31,159,63,872.2166666666667,689.1066666666667,183.10999999999999
SBBR,ARR,2025-08-01,170,56,930.9333333333334,738.0833333333334,192.85
SBBR,ARR,2025-08-02,148,40,805.0166666666667,685.99,119.02666666666664
SBBR,ARR,2025-08-03,153,44,846.35,666.62,179.73
SBBR,ARR,2025-08-04,167,60,879.1333333333333,701.85,177.28333333333333
SBBR,ARR,2025-08-05,175,86,942.9833333333333,728.96,214.0233333333333
SBBR,ARR,2025-08-06,172,88,915.2,713.07,202.13
SBBR,ARR,2025-08-07,171,92,975.3,717.6933333333334,257.6066666666666
SBBR,ARR,2025-08-08,169,71,1017.8333333333334,819.2566666666667,198.57666666666665
SBBR,ARR,2025-08-09,137,48,836.0166666666667,736.4433333333334,99.57333333333332
SBBR,ARR,2025-08-10,148,41,937.15,764.1766666666666,172.97333333333333
SBBR,ARR,2025-08-11,170,70,1057.3166666666666,865.2233333333334,192.09333333333333
SBBR,ARR,2025-08-12,172,83,1094.5166666666667,861.6866666666667,232.82999999999998
SBBR,ARR,2025-08-13,169,80,1044.5666666666666,788.6666666666666,255.89999999999998
SBBR,ARR,2025-08-14,174,74,1075.4,811.4566666666667,263.9433333333333
SBBR,ARR,2025-08-15,171,59,983.2,748.86,234.33999999999997
SBBR,ARR,2025-08-16,141,55,735.8,599.5500000000001,136.25
SBBR,ARR,2025-08-17,144,44,770.1666666666666,602.9666666666667,167.2
SBBR,ARR,2025-08-18,170,63,885.85,698.5166666666667,187.33333333333331
SBBR,ARR,2025-08-19,173,76,937.0666666666667,725.5233333333333,211.54333333333332
SBBR,ARR,2025-08-20,173,66,939.9333333333333,730.4133333333333,209.51999999999998
SBBR,ARR,2025-08-21,177,76,977.85,744.4533333333334,233.39666666666665
SBBR,ARR,2025-08-22,168,61,903.3,702.4133333333333,200.88666666666666
SBBR,ARR,2025-08-23,145,48,754.3833333333333,619.7133333333334,134.67
SBBR,ARR,2025-08-24,145,60,777.0666666666667,627.2666666666667,149.79999999999998
SBBR,ARR,2025-08-25,172,79,963.0333333333333,750.52,212.51333333333332
SBBR,ARR,2025-08-26,171,76,915.2333333333333,731.71,183.5233333333333
SBBR,ARR,2025-08-27,171,83,957.55,741.9866666666667,215.5633333333333
SBBR,ARR,2025-08-28,165,50,939.75,729.1566666666666,210.59333333333333
SBBR,ARR,2025-08-29,180,66,1003.0333333333333,770.4300000000001,232.60333333333332
SBBR,ARR,2025-08-30,143,52,783.2666666666667,643.7633333333333,139.50333333333333
SBBR,ARR,2025-08-31,148,45,867.8333333333334,630.58,237.25333333333333
SBBR,ARR,2025-09-01,169,64,924.8333333333334,699.1466666666666,225.68666666666667
SBBR,ARR,2025-09-02,175,80,965.8166666666667,735.19,230.62666666666667
SBBR,ARR,2025-09-03,171,77,880.6166666666667,718.2066666666667,162.41
SBBR,ARR,2025-09-04,172,72,942.0166666666667,726.7666666666667,215.25
SBBR,ARR,2025-09-05,171,60,883.2666666666667,718.91,164.35666666666665
SBBR,ARR,2025-09-06,138,47,670.8,567.92,102.88
SBBR,ARR,2025-09-07,151,57,844.25,652.07,192.18
SBBR,ARR,2025-09-08,170,61,961.35,731.51,229.83999999999997
SBBR,ARR,2025-09-09,174,69,1065.2666666666667,784.5966666666667,280.66999999999996
SBBR,ARR,2025-09-10,175,82,1013.2666666666667,768.14,245.12666666666664
SBBR,ARR,2025-09-11,177,66,986.1333333333333,757.4333333333334,228.7
SBBR,ARR,2025-09-12,173,69,1042.05,787.04,255.01
SBBR,ARR,2025-09-13,142,57,764.3666666666667,619.0333333333333,145.33333333333331
SBBR,ARR,2025-09-14,153,77,860.9833333333333,636.32,224.66333333333333
SBBR,ARR,2025-09-15,170,64,913.45,712.17,201.28
SBBR,ARR,2025-09-16,171,84,960.2166666666667,726.1266666666667,234.09
SBBR,ARR,2025-09-17,174,74,958.9,744.8333333333334,214.06666666666666
SBBR,ARR,2025-09-18,174,90,1026.7166666666667,755.45,271.26666666666665
SBBR,ARR,2025-09-19,173,74,1007,756.99,250.01
SBBR,ARR,2025-09-20,145,45,835.4,651.1566666666666,184.24333333333334
SBBR,ARR,2025-09-21,151,59,951.3166666666667,727.6133333333333,223.70333333333332
SBBR,ARR,2025-09-22,161,70,1074.0666666666666,802.9733333333334,271.0933333333333
SBBR,ARR,2025-09-23,181,67,1093.5666666666666,861.8133333333334,231.7533333333333
SBBR,ARR,2025-09-24,174,69,1070.0666666666666,783.9300000000001,286.13666666666666
SBBR,ARR,2025-09-25,172,72,994.15,741.1566666666666,252.9933333333333
SBBR,ARR,2025-09-26,173,47,885.1333333333333,736.4633333333334,148.67
SBBR,ARR,2025-09-27,141,43,745.7833333333333,609.5733333333334,136.21
SBBR,ARR,2025-09-28,152,45,952.8166666666667,715.2133333333334,237.60333333333332
SBBR,ARR,2025-09-29,165,93,864.6333333333333,681.1533333333333,183.48
SBBR,ARR,2025-09-30,160,68,882.3833333333333,684.14,198.24333333333334
SBBR,ARR,2025-10-01,174,72,901.5833333333334,734.3066666666667,167.27666666666667
SBBR,ARR,2025-10-02,176,61,954.6833333333333,734.7633333333333,219.92
SBBR,ARR,2025-10-03,171,61,934.5166666666667,715.9766666666667,218.54
SBBR,ARR,2025-10-04,142,42,730.4,600.6,129.79999999999998
SBBR,ARR,2025-10-05,146,44,783.8,627.5366666666666,156.26333333333332
SBBR,ARR,2025-10-06,171,56,959.2333333333333,738.2866666666666,220.94666666666666
SBBR,ARR,2025-10-07,168,82,934.2666666666667,726.6166666666667,207.64999999999998
SBBR,ARR,2025-10-08,169,55,1000.7,739.2766666666666,261.4233333333333
SBBR,ARR,2025-10-09,169,77,903.4,727.1666666666666,176.23333333333332
SBBR,ARR,2025-10-10,160,68,856.0833333333334,683.42,172.66333333333333
SBBR,ARR,2025-10-11,144,41,798.3333333333334,623.3033333333334,175.03
SBBR,ARR,2025-10-12,146,44,816.8,670.07,146.73
SBBR,ARR,2025-10-13,169,61,1007.8,752.3266666666667,255.47333333333333
SBBR,ARR,2025-10-14,171,73,1055.2833333333333,808.4033333333333,246.88
SBBR,ARR,2025-10-15,172,89,1031.5333333333333,747.2566666666667,284.27666666666664
SBBR,ARR,2025-10-16,175,65,992.5666666666667,727.9366666666667,264.63
SBBR,ARR,2025-10-17,170,59,936.65,714.6333333333333,222.01666666666665
SBBR,ARR,2025-10-18,144,33,905.55,718.6,186.95
SBBR,ARR,2025-10-19,129,37,828.6666666666666,693.6733333333333,134.9933333333333
SBBR,ARR,2025-10-20,174,58,983.7166666666667,770.0466666666667,213.67
SBBR,ARR,2025-10-21,177,65,971.6,757.8333333333334,213.76666666666665
SBBR,ARR,2025-10-22,170,70,948.8666666666667,721.75,227.11666666666665
SBBR,ARR,2025-10-23,176,79,1052.0333333333333,769.96,282.0733333333333
SBBR,ARR,2025-10-24,169,69,943.0166666666667,751.1666666666666,191.85
SBBR,ARR,2025-10-25,144,49,827.6,636.8100000000001,190.79
SBBR,ARR,2025-10-26,153,32,832.4166666666666,642.9466666666667,189.47
SBBR,ARR,2025-10-27,161,72,884.7666666666667,676.3866666666667,208.38
SBBR,ARR,2025-10-28,175,74,994.1666666666666,731.7566666666667,262.40999999999997
SBBR,ARR,2025-10-29,169,74,963.35,723.3133333333334,240.03666666666663
SBBR,ARR,2025-10-30,179,61,1075.65,833.2166666666667,242.4333333333333
SBBR,ARR,2025-10-31,179,84,1056.3666666666666,786.61,269.75666666666666
SBBR,ARR,2025-11-01,149,34,814.5833333333334,620.47,194.11333333333332
SBBR,ARR,2025-11-02,153,34,924.2833333333333,745.62,178.66333333333333
SBBR,ARR,2025-11-03,157,64,975.7,720.3966666666666,255.3033333333333
SBBR,ARR,2025-11-04,171,90,1014.95,830.7066666666667,184.24333333333334
SBBR,ARR,2025-11-05,176,82,1040.6666666666667,838.6833333333334,201.98333333333332
SBBR,ARR,2025-11-06,171,67,1006.9166666666666,738.5833333333334,268.3333333333333
SBBR,ARR,2025-11-07,178,41,1056,860.3466666666667,195.6533333333333
SBBR,ARR,2025-11-08,149,31,932.8833333333333,797.04,135.8433333333333
SBBR,ARR,2025-11-09,155,28,1019.6666666666666,825.3833333333333,194.2833333333333
SBBR,ARR,2025-11-10,166,65,913.8666666666667,745.8933333333333,167.97333333333333
SBBR,ARR,2025-11-11,173,78,914.4,707.2933333333333,207.10666666666665
SBBR,ARR,2025-11-12,175,72,979.9833333333333,731.66,248.32333333333332
SBBR,ARR,2025-11-13,178,72,1059.2333333333333,742.5366666666666,316.69666666666666
SBBR,ARR,2025-11-14,166,50,889.1166666666667,689.2233333333334,199.89333333333332
SBBR,ARR,2025-11-15,142,38,768.5333333333333,601.7033333333334,166.82999999999998
SBBR,ARR,2025-11-16,148,41,870.1166666666667,667.9833333333333,202.13333333333333
SBBR,ARR,2025-11-17,148,72,850.6666666666666,667.1766666666667,183.48999999999998
SBBR,ARR,2025-11-18,167,83,1014.9166666666666,811.4966666666667,203.42
SBBR,ARR,2025-11-19,163,55,1038.3166666666666,809.12,229.19666666666666
SBBR,ARR,2025-11-20,153,50,877.7166666666667,715.7,162.01666666666665
SBBR,ARR,2025-11-21,142,59,804.1,631.8733333333333,172.22666666666666
SBBR,ARR,2025-11-22,130,29,663.9,561.77,102.13
SBBR,ARR,2025-11-23,146,49,774.25,626.0833333333334,148.16666666666666
SBBR,ARR,2025-11-24,161,75,898.8333333333334,675.16,223.67333333333332
SBBR,ARR,2025-11-25,178,72,1287.95,986.78,301.16999999999996
SBBR,ARR,2025-11-26,174,76,1053.7166666666667,784.41,269.3066666666667
SBBR,ARR,2025-11-27,176,81,1108.4,772.7933333333333,335.6066666666667
SBBR,ARR,2025-11-28,173,72,1008.0333333333333,734.5600000000001,273.47333333333336
SBBR,ARR,2025-11-29,144,37,775,600.4733333333334,174.52666666666667
SBBR,ARR,2025-11-30,153,51,953.35,784.72,168.63
SBBR,ARR,2025-12-01,162,95,1065.2333333333333,746.7066666666667,318.52666666666664
SBBR,ARR,2025-12-02,176,81,1093.5333333333333,882.0533333333334,211.48
SBBR,ARR,2025-12-03,181,91,1115.2333333333333,850.16,265.0733333333333
SBBR,ARR,2025-12-04,184,74,1235.7333333333333,862.1733333333333,373.56
SBBR,ARR,2025-12-05,179,64,1271.4333333333334,912.2366666666667,359.19666666666666
SBBR,ARR,2025-12-06,154,36,1056.05,763.7733333333333,292.27666666666664
SBBR,ARR,2025-12-07,158,33,872.9833333333333,680.83,192.1533333333333
SBBR,ARR,2025-12-08,168,64,1004.8,794.1366666666667,210.6633333333333
SBBR,ARR,2025-12-09,183,77,1132.4166666666667,872.9766666666667,259.44
SBBR,ARR,2025-12-10,161,86,1053.55,833.04,220.51
